event_id,origin_time,latitude,longitude,depth_km,magnitude,magnitude_type,event_type,event_region,arrivals_count,s_pick_time,s_pick_station,s_pick_network,s_pick_channel,s_pick_phase,s_pick_method,s_pick_time_uncertainty,p_pick_time,p_pick_station,p_pick_network,p_pick_channel,p_pick_phase,p_pick_method,p_pick_time_uncertainty,p_s_interval_sec,is_augmented,original_channel,waveform_file,download_error,timing_info,npz_file
gfz2022xote,2022-12-02T08:55:15.390000Z,-0.068,123.204,152.8,4.96,mb,,"Minahassa Peninsula, Sulawesi",51,2022-12-02T08:55:59.140000Z,LUWI,GE,BHE,s,,,2022-12-02T08:55:41.160000Z,LUWI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,17.98,False,,GE.LUWI.BH.gfz2022xote.mseed,Could not get 3 components for LUWI,"{'starttime': 1669971311.16, 'endtime': 1669971611.9699998, 'p_time': 1669971341.16, 's_time': 1669971359.14, 'channel_type': 'BH'}",GE.LUWI.BH.gfz2022xote.npz
gfz2022xote,2022-12-02T08:55:15.390000Z,-0.068,123.204,152.8,4.96,mb,,"Minahassa Peninsula, Sulawesi",51,2022-12-02T08:56:31.560000Z,TOLI2,GE,BHE,s,,,2022-12-02T08:55:59.660000Z,TOLI2,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,31.9,False,,GE.TOLI2.BH.gfz2022xote.mseed,Could not get 3 components for TOLI2,"{'starttime': 1669971329.66, 'endtime': 1669971630.47, 'p_time': 1669971359.66, 's_time': 1669971391.56, 'channel_type': 'BH'}",GE.TOLI2.BH.gfz2022xote.npz
gfz2022xote,2022-12-02T08:55:15.390000Z,-0.068,123.204,152.8,4.96,mb,,"Minahassa Peninsula, Sulawesi",51,2022-12-02T08:56:43.570000Z,SANI,GE,BHN,s,,,2022-12-02T08:56:06.560000Z,SANI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,37.01,False,,GE.SANI.BH.gfz2022xote.mseed,,"{'starttime': 1669971336.56, 'endtime': 1669971637.37, 'p_time': 1669971366.56, 's_time': 1669971403.57, 'channel_type': 'BH'}",GE.SANI.BH.gfz2022xote.npz
gfz2022twah,2022-10-10T10:18:38.360000Z,1.806,97.807,43.7,4.87,M,,"Northern Sumatra, Indonesia",32,2022-10-10T10:19:01.330000Z,GSI,GE,BHZ,s,,,2022-10-10T10:18:52.120000Z,GSI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,9.21,False,,GE.GSI.BH.gfz2022twah.mseed,Could not get 3 components for GSI,"{'starttime': 1665397102.12, 'endtime': 1665397402.9299998, 'p_time': 1665397132.12, 's_time': 1665397141.33, 'channel_type': 'BH'}",GE.GSI.BH.gfz2022twah.npz
gfz2022sqkl,2022-09-23T03:05:35.210000Z,-8.677,119.274,124.9,4.53,mb,,"Flores Region, Indonesia",74,2022-09-23T03:06:23.980000Z,PLAI,GE,BHE,s,,,2022-09-23T03:06:03.060000Z,PLAI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,20.92,False,,GE.PLAI.BH.gfz2022sqkl.mseed,,"{'starttime': 1663902333.06, 'endtime': 1663902633.8700001, 'p_time': 1663902363.06, 's_time': 1663902383.98, 'channel_type': 'BH'}",GE.PLAI.BH.gfz2022sqkl.npz
gfz2022sqkl,2022-09-23T03:05:35.210000Z,-8.677,119.274,124.9,4.53,mb,,"Flores Region, Indonesia",74,2022-09-23T03:06:55.670000Z,MMRI,GE,BHE,s,,,2022-09-23T03:06:20.560000Z,MMRI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/DL,,35.11,False,,GE.MMRI.BH.gfz2022sqkl.mseed,Could not get 3 components for MMRI,"{'starttime': 1663902350.56, 'endtime': 1663902651.37, 'p_time': 1663902380.56, 's_time': 1663902415.67, 'channel_type': 'BH'}",GE.MMRI.BH.gfz2022sqkl.npz
gfz2019mbfs,2019-06-21T10:27:26.710000Z,-8.426,108.759,49.3,5.07,mb,,"Java, Indonesia",39,2019-06-21T10:28:08.550000Z,BBJI,GE,BHN,s,,,2019-06-21T10:27:50.960000Z,BBJI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,17.59,False,,GE.BBJI.BH.gfz2019mbfs.mseed,Could not get 3 components for BBJI,"{'starttime': 1561112840.96, 'endtime': 1561113141.77, 'p_time': 1561112870.96, 's_time': 1561112888.5500002, 'channel_type': 'BH'}",GE.BBJI.BH.gfz2019mbfs.npz
gfz2019hinv,2019-04-15T06:49:37.040000Z,-9.127,120.576,109.5,4.56,mb,,"Sumba Region, Indonesia",29,2019-04-15T06:50:29.380000Z,MMRI,GE,BHN,s,,,2019-04-15T06:50:07.260000Z,MMRI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,22.12,False,,GE.MMRI.BH.gfz2019hinv.mseed,Could not get 3 components for MMRI,"{'starttime': 1555310977.26, 'endtime': 1555311278.0700002, 'p_time': 1555311007.26, 's_time': 1555311029.38, 'channel_type': 'BH'}",GE.MMRI.BH.gfz2019hinv.npz
gfz2019cznc,2019-02-12T10:05:44.300000Z,-8.393,116.844,7.8,4.52,mb,,"Sumbawa Region, Indonesia",25,2019-02-12T10:06:17.640000Z,PLAI,GE,BHN,s,,,2019-02-12T10:06:04.010000Z,PLAI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,13.63,False,,GE.PLAI.BH.gfz2019cznc.mseed,Could not get 3 components for PLAI,"{'starttime': 1549965934.01, 'endtime': 1549966234.82, 'p_time': 1549965964.01, 's_time': 1549965977.64, 'channel_type': 'BH'}",GE.PLAI.BH.gfz2019cznc.npz
gfz2019cxju,2019-02-11T06:08:49.440000Z,-7.225,107.658,5.6,4.37,mb,,"Java, Indonesia",14,2019-02-11T06:08:59.140000Z,BBJI,GE,BHE,s,,,2019-02-11T06:08:54.060000Z,BBJI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,5.08,False,,GE.BBJI.BH.gfz2019cxju.mseed,Could not get 3 components for BBJI,"{'starttime': 1549865304.06, 'endtime': 1549865604.8700001, 'p_time': 1549865334.06, 's_time': 1549865339.14, 'channel_type': 'BH'}",GE.BBJI.BH.gfz2019cxju.npz
gfz2019ckqw,2019-02-04T06:57:30.800000Z,-1.158,100.651,97.6,4.5,mb,,"Southern Sumatra, Indonesia",20,2019-02-04T06:58:16.370000Z,BKNI,GE,BHN,s,,,2019-02-04T06:57:57.160000Z,BKNI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,19.21,False,,GE.BKNI.BH.gfz2019ckqw.mseed,Could not get 3 components for BKNI,"{'starttime': 1549263447.16, 'endtime': 1549263747.9699998, 'p_time': 1549263477.16, 's_time': 1549263496.37, 'channel_type': 'BH'}",GE.BKNI.BH.gfz2019ckqw.npz
gfz2015ycis,2015-12-09T19:31:52.890000Z,-4.191,129.517,8.8,4.81,mb,,Banda Sea,44,2015-12-09T19:33:16.570000Z,FAKI,GE,BHE,s,,,2015-12-09T19:32:40.540000Z,FAKI,GE,BHZ,p,,,36.03,False,,GE.FAKI.BH.gfz2015ycis.mseed,Could not get 3 components for FAKI,"{'starttime': 1449689530.54, 'endtime': 1449689831.3500001, 'p_time': 1449689560.54, 's_time': 1449689596.57, 'channel_type': 'BH'}",GE.FAKI.BH.gfz2015ycis.npz
gfz2015ycfz,2015-12-09T18:09:06.430000Z,-4.166,129.41,4.4,3.74,mb,,Banda Sea,16,2015-12-09T18:09:27.350000Z,BNDI,GE,BHN,s,,,2015-12-09T18:09:18.090000Z,BNDI,GE,BHZ,p,,,9.26,False,,GE.BNDI.BH.gfz2015ycfz.mseed,Could not get 3 components for BNDI,"{'starttime': 1449684528.09, 'endtime': 1449684828.9, 'p_time': 1449684558.09, 's_time': 1449684567.3500001, 'channel_type': 'BH'}",GE.BNDI.BH.gfz2015ycfz.npz
gfz2015ycdd,2015-12-09T16:42:47.210000Z,-4.157,129.511,8.3,4.21,mb,,Banda Sea,27,2015-12-09T16:43:05.990000Z,BNDI,GE,BHE,s,,,2015-12-09T16:42:58.260000Z,BNDI,GE,BHZ,p,,,7.73,False,,GE.BNDI.BH.gfz2015ycdd.mseed,Could not get 3 components for BNDI,"{'starttime': 1449679348.26, 'endtime': 1449679649.0700002, 'p_time': 1449679378.26, 's_time': 1449679385.99, 'channel_type': 'BH'}",GE.BNDI.BH.gfz2015ycdd.npz
gfz2015vcni,2015-10-28T05:15:08.490000Z,-8.499,109.41,54.4,4.36,mb,,"Java, Indonesia",46,2015-10-28T05:15:44.820000Z,UGM,GE,BHE,s,,,2015-10-28T05:15:29.410000Z,UGM,GE,BHZ,p,,,15.41,False,,GE.UGM.BH.gfz2015vcni.mseed,Could not get 3 components for UGM,"{'starttime': 1446009299.4099998, 'endtime': 1446009600.22, 'p_time': 1446009329.4099998, 's_time': 1446009344.82, 'channel_type': 'BH'}",GE.UGM.BH.gfz2015vcni.npz
gfz2015vcni,2015-10-28T05:15:08.490000Z,-8.499,109.41,54.4,4.36,mb,,"Java, Indonesia",46,2015-10-28T05:15:58.890000Z,SMRI,GE,BHE,s,,,2015-10-28T05:15:36.320000Z,SMRI,GE,BHZ,p,,,22.57,False,,GE.SMRI.BH.gfz2015vcni.mseed,Could not get 3 components for SMRI,"{'starttime': 1446009306.32, 'endtime': 1446009607.1299999, 'p_time': 1446009336.32, 's_time': 1446009358.8899999, 'channel_type': 'BH'}",GE.SMRI.BH.gfz2015vcni.npz
gfz2015thvg,2015-10-02T15:51:54.280000Z,1.217,125.057,119.4,5.06,Mw,,Northern Molucca Sea,159,2015-10-02T15:52:58.900000Z,TNTI,GE,BHZ,s,,,2015-10-02T15:52:32.460000Z,TNTI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,26.44,False,,GE.TNTI.BH.gfz2015thvg.mseed,Could not get 3 components for TNTI,"{'starttime': 1443801122.46, 'endtime': 1443801423.2700002, 'p_time': 1443801152.46, 's_time': 1443801178.9, 'channel_type': 'BH'}",GE.TNTI.BH.gfz2015thvg.npz
gfz2015thvg,2015-10-02T15:51:54.280000Z,1.217,125.057,119.4,5.06,Mw,,Northern Molucca Sea,159,2015-10-02T15:53:19.110000Z,LUWI,GE,BHZ,s,,,2015-10-02T15:52:44.310000Z,LUWI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,34.8,False,,GE.LUWI.SH.gfz2015thvg.mseed,,"{'starttime': 1443801134.3100002, 'endtime': 1443801435.12, 'p_time': 1443801164.3100002, 's_time': 1443801199.1100001, 'channel_type': 'SH'}",GE.LUWI.SH.gfz2015thvg.npz
gfz2015thvg,2015-10-02T15:51:54.280000Z,1.217,125.057,119.4,5.06,Mw,,Northern Molucca Sea,159,2015-10-02T15:53:19.030000Z,SANI,GE,BHZ,s,,,2015-10-02T15:52:43.510000Z,SANI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,35.52,False,,GE.SANI.SH.gfz2015thvg.mseed,Could not get 3 components for SANI,"{'starttime': 1443801133.5100002, 'endtime': 1443801434.32, 'p_time': 1443801163.5100002, 's_time': 1443801199.0300002, 'channel_type': 'SH'}",GE.SANI.SH.gfz2015thvg.npz
gfz2020iwiv,2020-05-06T01:43:49.090000Z,1.452,126.52,57.2,4.8,Mw,,Northern Molucca Sea,46,2020-05-06T01:44:21.100000Z,TNTI,GE,BHE,s,,,2020-05-06T01:44:06.910000Z,TNTI,GE,BHZ,p,smi:org.gfz-potsdam.de/geofon/AIC,,14.19,False,,GE.TNTI.BH.gfz2020iwiv.mseed,,"{'starttime': 1588729416.91, 'endtime': 1588729717.72, 'p_time': 1588729446.91, 's_time': 1588729461.1, 'channel_type': 'BH'}",GE.TNTI.BH.gfz2020iwiv.npz
gfz2020ilwy,2020-04-30T08:21:59.190000Z,-7.564,106.683,28.8,4.73,M,,"Java, Indonesia",34,2020-04-30T08:22:27.510000Z,BBJI,GE,BHN,s,,,2020-04-30T08:22:15.670000Z,BBJI,GE,BHZ,p,,,11.84,False,,GE.BBJI.BH.gfz2020ilwy.mseed,Could not get 3 components for BBJI,"{'starttime': 1588234905.67, 'endtime': 1588235206.48, 'p_time': 1588234935.67, 's_time': 1588234947.5100002, 'channel_type': 'BH'}",GE.BBJI.BH.gfz2020ilwy.npz
gfz2020iiaf,2020-04-28T05:28:33.050000Z,-7.139,129.977,96.5,4.75,mb,,Banda Sea,24,2020-04-28T05:29:20.090000Z,SAUI,GE,BHZ,s,,,2020-04-28T05:29:01.000000Z,SAUI,GE,BHZ,p,,,19.09,False,,GE.SAUI.BH.gfz2020iiaf.mseed,Could not get 3 components for SAUI,"{'starttime': 1588051711.0, 'endtime': 1588052011.81, 'p_time': 1588051741.0, 's_time': 1588051760.09, 'channel_type': 'BH'}",GE.SAUI.BH.gfz2020iiaf.npz
gfz2010kolf,2010-05-31T07:14:29.740000Z,-6.837,129.768,162.0,4.51,mb,,Banda Sea,48,2010-05-31T07:15:31.730000Z,SAUI,GE,BHZ,s,,,2010-05-31T07:15:06.710000Z,SAUI,GE,BHZ,p,,,25.02,False,,GE.SAUI.BH.gfz2010kolf.mseed,,"{'starttime': 1275290076.71, 'endtime': 1275290377.52, 'p_time': 1275290106.71, 's_time': 1275290131.7299998, 'channel_type': 'BH'}",GE.SAUI.BH.gfz2010kolf.npz
gfz2010kolf,2010-05-31T07:14:29.740000Z,-6.837,129.768,162.0,4.51,mb,,Banda Sea,48,2010-05-31T07:16:29.170000Z,FAKI,GE,BHZ,s,,,2010-05-31T07:15:36.970000Z,FAKI,GE,BHZ,p,,,52.2,False,,GE.FAKI.BH.gfz2010kolf.mseed,Could not get 3 components for FAKI,"{'starttime': 1275290106.9699998, 'endtime': 1275290407.78, 'p_time': 1275290136.9699998, 's_time': 1275290189.1699998, 'channel_type': 'BH'}",GE.FAKI.BH.gfz2010kolf.npz
gfz2010kolf,2010-05-31T07:14:29.740000Z,-6.837,129.768,162.0,4.51,mb,,Banda Sea,48,2010-05-31T07:17:07.380000Z,SOEI,GE,BHZ,s,,,2010-05-31T07:15:58.410000Z,SOEI,GE,BHZ,p,,,68.97,False,,GE.SOEI.BH.gfz2010kolf.mseed,Could not get 3 components for SOEI,"{'starttime': 1275290128.4099998, 'endtime': 1275290429.22, 'p_time': 1275290158.4099998, 's_time': 1275290227.38, 'channel_type': 'BH'}",GE.SOEI.BH.gfz2010kolf.npz
gfz2010ghiq,2010-03-31T10:54:01.810000Z,-6.435,130.3,141.5,4.62,mb,,Banda Sea,94,2010-03-31T10:55:01.980000Z,SAUI,GE,BHE,s,,,2010-03-31T10:54:36.390000Z,SAUI,GE,BHZ,p,,,25.59,False,,GE.SAUI.BH.gfz2010ghiq.mseed,Could not get 3 components for SAUI,"{'starttime': 1270032846.39, 'endtime': 1270033147.2, 'p_time': 1270032876.39, 's_time': 1270032901.98, 'channel_type': 'BH'}",GE.SAUI.BH.gfz2010ghiq.npz
gfz2010ghiq,2010-03-31T10:54:01.810000Z,-6.435,130.3,141.5,4.62,mb,,Banda Sea,94,2010-03-31T10:55:03.350000Z,BNDI,GE,BHE,s,,,2010-03-31T10:54:36.750000Z,BNDI,GE,BHZ,p,,,26.6,False,,GE.BNDI.BH.gfz2010ghiq.mseed,Could not get 3 components for BNDI,"{'starttime': 1270032846.7500002, 'endtime': 1270033147.56, 'p_time': 1270032876.7500002, 's_time': 1270032903.3500001, 'channel_type': 'BH'}",GE.BNDI.BH.gfz2010ghiq.npz
gfz2010ghiq,2010-03-31T10:54:01.810000Z,-6.435,130.3,141.5,4.62,mb,,Banda Sea,94,2010-03-31T10:55:44.790000Z,FAKI,GE,BHE,s,,,2010-03-31T10:55:00.990000Z,FAKI,GE,BHZ,p,,,43.8,False,,GE.FAKI.BH.gfz2010ghiq.mseed,,"{'starttime': 1270032870.99, 'endtime': 1270033171.8, 'p_time': 1270032900.99, 's_time': 1270032944.7900002, 'channel_type': 'BH'}",GE.FAKI.BH.gfz2010ghiq.npz
gfz2010ghiq,2010-03-31T10:54:01.810000Z,-6.435,130.3,141.5,4.62,mb,,Banda Sea,94,2010-03-31T10:56:38.000000Z,SANI,GE,BHE,s,,,2010-03-31T10:55:30.910000Z,SANI,GE,BHZ,p,,,67.09,False,,GE.SANI.BH.gfz2010ghiq.mseed,Could not get 3 components for SANI,"{'starttime': 1270032900.91, 'endtime': 1270033201.72, 'p_time': 1270032930.91, 's_time': 1270032998.0, 'channel_type': 'BH'}",GE.SANI.BH.gfz2010ghiq.npz
gfz2010ghiq,2010-03-31T10:54:01.810000Z,-6.435,130.3,141.5,4.62,mb,,Banda Sea,94,2010-03-31T10:56:55.550000Z,SOEI,GE,BHN,s,,,2010-03-31T10:55:40.800000Z,SOEI,GE,BHZ,p,,,74.75,False,,GE.SOEI.BH.gfz2010ghiq.mseed,Could not get 3 components for SOEI,"{'starttime': 1270032910.8, 'endtime': 1270033211.61, 'p_time': 1270032940.8, 's_time': 1270033015.5500002, 'channel_type': 'BH'}",GE.SOEI.BH.gfz2010ghiq.npz
gfz2010gdlm,2010-03-29T07:45:54.170000Z,-6.716,130.289,193.0,4.53,mb,,Banda Sea,36,2010-03-29T07:47:48.680000Z,FAKI,GE,BHZ,s,,,2010-03-29T07:46:59.810000Z,FAKI,GE,BHZ,p,,,48.87,False,,GE.FAKI.SH.gfz2010gdlm.mseed,,"{'starttime': 1269848789.81, 'endtime': 1269849090.62, 'p_time': 1269848819.81, 's_time': 1269848868.68, 'channel_type': 'SH'}",GE.FAKI.SH.gfz2010gdlm.npz
gfz2010fnia,2010-03-20T11:42:28.600000Z,-8.329,109.033,53.2,4.45,mb,,"Java, Indonesia",46,2010-03-20T11:43:11.050000Z,UGM,GE,BHZ,s,,,2010-03-20T11:42:53.410000Z,UGM,GE,BHZ,p,,,17.64,False,,GE.UGM.BH.gfz2010fnia.mseed,Could not get 3 components for UGM,"{'starttime': 1269085343.4099998, 'endtime': 1269085644.22, 'p_time': 1269085373.4099998, 's_time': 1269085391.05, 'channel_type': 'BH'}",GE.UGM.BH.gfz2010fnia.npz
gfz2010fjvu,2010-03-18T14:06:05.910000Z,-7.181,129.303,160.5,4.43,mb,,Banda Sea,51,2010-03-18T14:07:11.230000Z,SAUI,GE,BHZ,s,,,2010-03-18T14:06:44.910000Z,SAUI,GE,BHZ,p,,,26.32,False,,GE.SAUI.BH.gfz2010fjvu.mseed,,"{'starttime': 1268921174.91, 'endtime': 1268921475.72, 'p_time': 1268921204.91, 's_time': 1268921231.23, 'channel_type': 'BH'}",GE.SAUI.BH.gfz2010fjvu.npz
gfz2010dxle,2010-02-25T13:14:01.280000Z,3.901,96.741,90.3,4.45,mb,,"Northern Sumatra, Indonesia",25,2010-02-25T13:14:43.100000Z,LHMI,GE,BHZ,s,,,2010-02-25T13:14:24.320000Z,LHMI,GE,BHZ,p,,,18.78,False,,GE.LHMI.BH.gfz2010dxle.mseed,Could not get 3 components for LHMI,"{'starttime': 1267103634.32, 'endtime': 1267103935.1299999, 'p_time': 1267103664.32, 's_time': 1267103683.1, 'channel_type': 'BH'}",GE.LHMI.BH.gfz2010dxle.npz
gfz2010dkpo,2010-02-18T12:34:22.610000Z,0.838,122.134,71.3,4.42,mb,,"Minahassa Peninsula, Sulawesi",49,2010-02-18T12:35:22.850000Z,LUWI,GE,BHZ,s,,,2010-02-18T12:34:54.780000Z,LUWI,GE,BHZ,p,,,28.07,False,,GE.LUWI.BH.gfz2010dkpo.mseed,Could not get 3 components for LUWI,"{'starttime': 1266496464.78, 'endtime': 1266496765.5900002, 'p_time': 1266496494.78, 's_time': 1266496522.85, 'channel_type': 'BH'}",GE.LUWI.BH.gfz2010dkpo.npz
gfz2010dkpo,2010-02-18T12:34:22.610000Z,0.838,122.134,71.3,4.42,mb,,"Minahassa Peninsula, Sulawesi",49,2010-02-18T12:36:23.910000Z,SANI,GE,BHN,s,,,2010-02-18T12:35:31.350000Z,SANI,GE,BHZ,p,,,52.56,False,,GE.SANI.BH.gfz2010dkpo.mseed,Could not get 3 components for SANI,"{'starttime': 1266496501.3500001, 'endtime': 1266496802.16, 'p_time': 1266496531.3500001, 's_time': 1266496583.91, 'channel_type': 'BH'}",GE.SANI.BH.gfz2010dkpo.npz
gfz2010ddjw,2010-02-14T13:41:05.020000Z,-8.965,112.55,105.9,4.75,mb,,"Java, Indonesia",154,2010-02-14T13:41:54.340000Z,JAGI,GE,BHN,s,,,2010-02-14T13:41:33.520000Z,JAGI,GE,BHZ,p,,,20.82,False,,GE.JAGI.BH.gfz2010ddjw.mseed,Could not get 3 components for JAGI,"{'starttime': 1266154863.52, 'endtime': 1266155164.33, 'p_time': 1266154893.52, 's_time': 1266154914.34, 'channel_type': 'BH'}",GE.JAGI.BH.gfz2010ddjw.npz
gfz2010ddjw,2010-02-14T13:41:05.020000Z,-8.965,112.55,105.9,4.75,mb,,"Java, Indonesia",154,2010-02-14T13:42:08.810000Z,UGM,GE,BHE,s,,,2010-02-14T13:41:41.630000Z,UGM,GE,BHZ,p,,,27.18,False,,GE.UGM.BH.gfz2010ddjw.mseed,,"{'starttime': 1266154871.63, 'endtime': 1266155172.44, 'p_time': 1266154901.63, 's_time': 1266154928.81, 'channel_type': 'BH'}",GE.UGM.BH.gfz2010ddjw.npz
gfz2010ddjw,2010-02-14T13:41:05.020000Z,-8.965,112.55,105.9,4.75,mb,,"Java, Indonesia",154,2010-02-14T13:42:23.860000Z,SMRI,GE,BHE,s,,,2010-02-14T13:41:49.020000Z,SMRI,GE,BHZ,p,,,34.84,False,,GE.SMRI.BH.gfz2010ddjw.mseed,Could not get 3 components for SMRI,"{'starttime': 1266154879.02, 'endtime': 1266155179.8300002, 'p_time': 1266154909.02, 's_time': 1266154943.86, 'channel_type': 'BH'}",GE.SMRI.BH.gfz2010ddjw.npz
gfz2010cvnw,2010-02-10T06:33:47.750000Z,-9.082,111.234,58.9,5.13,mb,,"South of Java, Indonesia",86,2010-02-10T06:34:28.040000Z,UGM,GE,BHZ,s,,,2010-02-10T06:34:10.550000Z,UGM,GE,BHZ,p,,,17.49,False,,GE.UGM.BH.gfz2010cvnw.mseed,Could not get 3 components for UGM,"{'starttime': 1265783620.5500002, 'endtime': 1265783921.36, 'p_time': 1265783650.5500002, 's_time': 1265783668.04, 'channel_type': 'BH'}",GE.UGM.BH.gfz2010cvnw.npz
gfz2010cuix,2010-02-09T14:53:42.910000Z,-0.014,126.697,65.2,4.68,mb,,Southern Molucca Sea,80,2010-02-09T14:54:13.400000Z,TNTI,GE,BHN,s,,,2010-02-09T14:53:59.670000Z,TNTI,GE,BHZ,p,,,13.73,False,,GE.TNTI.BH.gfz2010cuix.mseed,Could not get 3 components for TNTI,"{'starttime': 1265727209.67, 'endtime': 1265727510.48, 'p_time': 1265727239.67, 's_time': 1265727253.4, 'channel_type': 'BH'}",GE.TNTI.BH.gfz2010cuix.npz
gfz2010cuix,2010-02-09T14:53:42.910000Z,-0.014,126.697,65.2,4.68,mb,,Southern Molucca Sea,80,2010-02-09T14:54:40.850000Z,SANI,GE,BHN,s,,,2010-02-09T14:54:15.410000Z,SANI,GE,BHZ,p,,,25.44,False,,GE.SANI.BH.gfz2010cuix.mseed,Could not get 3 components for SANI,"{'starttime': 1265727225.4099998, 'endtime': 1265727526.22, 'p_time': 1265727255.4099998, 's_time': 1265727280.85, 'channel_type': 'BH'}",GE.SANI.BH.gfz2010cuix.npz
gfz2010cret,2010-02-07T21:21:44.230000Z,-0.016,123.312,138.0,4.89,mb,,"Minahassa Peninsula, Sulawesi",123,2010-02-07T21:22:26.180000Z,LUWI,GE,BHN,s,,,2010-02-07T21:22:08.690000Z,LUWI,GE,BHZ,p,,,17.49,False,,GE.LUWI.BH.gfz2010cret.mseed,Could not get 3 components for LUWI,"{'starttime': 1265577698.6899998, 'endtime': 1265577999.5, 'p_time': 1265577728.6899998, 's_time': 1265577746.18, 'channel_type': 'BH'}",GE.LUWI.BH.gfz2010cret.npz
gfz2010cret,2010-02-07T21:21:44.230000Z,-0.016,123.312,138.0,4.89,mb,,"Minahassa Peninsula, Sulawesi",123,2010-02-07T21:23:11.800000Z,SANI,GE,BHE,s,,,2010-02-07T21:22:34.790000Z,SANI,GE,BHZ,p,,,37.01,False,,GE.SANI.BH.gfz2010cret.mseed,,"{'starttime': 1265577724.7900002, 'endtime': 1265578025.6, 'p_time': 1265577754.7900002, 's_time': 1265577791.8, 'channel_type': 'BH'}",GE.SANI.BH.gfz2010cret.npz
gfz2010cmgt,2010-02-05T04:38:55.950000Z,-0.794,99.862,85.3,4.8,mb,,"Southern Sumatra, Indonesia",45,2010-02-05T04:39:43.190000Z,BKNI,GE,BHZ,s,,,2010-02-05T04:39:23.760000Z,BKNI,GE,BHZ,p,,,19.43,False,,GE.BKNI.SH.gfz2010cmgt.mseed,,"{'starttime': 1265344733.76, 'endtime': 1265345034.57, 'p_time': 1265344763.76, 's_time': 1265344783.19, 'channel_type': 'SH'}",GE.BKNI.SH.gfz2010cmgt.npz
gfz2010ciep,2010-02-02T22:59:48.520000Z,-0.176,123.016,99.0,4.42,mb,,"Minahassa Peninsula, Sulawesi",45,2010-02-02T23:00:20.170000Z,LUWI,GE,BHZ,s,,,2010-02-02T23:00:07.010000Z,LUWI,GE,BHZ,p,,,13.16,False,,GE.LUWI.BH.gfz2010ciep.mseed,,"{'starttime': 1265151577.01, 'endtime': 1265151877.82, 'p_time': 1265151607.01, 's_time': 1265151620.1699998, 'channel_type': 'BH'}",GE.LUWI.BH.gfz2010ciep.npz
gfz2010bxbd,2010-01-27T20:39:14.690000Z,-8.857,110.954,60.2,4.83,mb,,"Java, Indonesia",105,2010-01-27T20:39:47.710000Z,UGM,GE,BHZ,s,,,2010-01-27T20:39:32.810000Z,UGM,GE,BHZ,p,,,14.9,False,,GE.UGM.BH.gfz2010bxbd.mseed,Could not get 3 components for UGM,"{'starttime': 1264624742.81, 'endtime': 1264625043.62, 'p_time': 1264624772.81, 's_time': 1264624787.71, 'channel_type': 'BH'}",GE.UGM.BH.gfz2010bxbd.npz
gfz2010bjpa,2010-01-20T11:39:13.900000Z,-10.478,108.455,10.0,4.93,mb,,"South of Java, Indonesia",41,2010-01-20T11:40:43.760000Z,UGM,GE,BHN,s,,,2010-01-20T11:40:06.600000Z,UGM,GE,BHZ,p,,,37.16,False,,GE.UGM.BH.gfz2010bjpa.mseed,Could not get 3 components for UGM,"{'starttime': 1263987576.6, 'endtime': 1263987877.4099998, 'p_time': 1263987606.6, 's_time': 1263987643.76, 'channel_type': 'BH'}",GE.UGM.BH.gfz2010bjpa.npz
gfz2010awor,2010-01-13T08:35:08.740000Z,0.72,123.919,256.1,4.85,mb,,"Minahassa Peninsula, Sulawesi",57,2010-01-13T08:36:25.770000Z,LUWI,GE,BHN,s,,,2010-01-13T08:35:52.660000Z,LUWI,GE,BHZ,p,,,33.11,False,,GE.LUWI.BH.gfz2010awor.mseed,Could not get 3 components for LUWI,"{'starttime': 1263371722.66, 'endtime': 1263372023.47, 'p_time': 1263371752.66, 's_time': 1263371785.77, 'channel_type': 'BH'}",GE.LUWI.BH.gfz2010awor.npz
gfz2010awor,2010-01-13T08:35:08.740000Z,0.72,123.919,256.1,4.85,mb,,"Minahassa Peninsula, Sulawesi",57,2010-01-13T08:36:51.260000Z,TNTI,GE,BHN,s,,,2010-01-13T08:36:07.160000Z,TNTI,GE,BHZ,p,,,44.1,False,,GE.TNTI.BH.gfz2010awor.mseed,Could not get 3 components for TNTI,"{'starttime': 1263371737.16, 'endtime': 1263372037.9699998, 'p_time': 1263371767.16, 's_time': 1263371811.26, 'channel_type': 'BH'}",GE.TNTI.BH.gfz2010awor.npz
