filename,p_index,s_index,ps_interval_samples,ps_interval_seconds,data_length
GE.JAGI.BL.gfz2009bjnh.npz,3002,20543,17541,175.41,30085
GE.SANI.BH.gfz2010antw.npz,3001,7368,4367,43.67,30085
GE.UGM.SL.gfz2012kaia.npz,3001,4409,1408,14.08,30085
GE.SMRI.BL.gfz2013ygzo.npz,3001,5959,2958,29.58,30085
GE.BKNI.BL.gfz2009sjju.npz,3001,4591,1590,15.9,30085
GE.FAKI.BL.gfz2009ennn.npz,3000,7655,4655,46.55,30085
GE.FAKI.BH.gfz2018qtuf.npz,3001,5929,2928,29.28,30085
GE.PLAI.BL.gfz2012rbpj.npz,3001,15025,12024,120.24,30085
GE.BNDI.BH.gfz2021jacz.npz,3001,4994,1993,19.93,30085
GE.MNAI.BH.gfz2009xyqn.npz,3001,4086,1085,10.85,30085
GE.SOEI.BH.gfz2025elvt.npz,3001,4356,1355,13.55,30085
GE.TNTI.BL.gfz2013rzij.npz,3001,4609,1608,16.08,30085
GE.TOLI2.SH.gfz2025bymb.npz,3001,4214,1213,12.13,30085
GE.UGM.BL.gfz2012kaia.npz,3001,4409,1408,14.08,30085
GE.UGM.BH.gfz2012uneo.npz,3002,6799,3797,37.97,30085
GE.TNTI.BL.gfz2009dhbx.npz,3000,6534,3534,35.34,30085
GE.TNTI.HH.gfz2009bjnh.npz,3000,9468,6468,64.68,30085
GE.JAGI.BH.gfz2013sril.npz,3001,5717,2716,27.16,30085
GE.UGM.SL.gfz2010bxbd.npz,3000,4490,1490,14.9,30085
GE.TNTI.BL.gfz2009floe.npz,3001,7647,4646,46.46,30085
GE.FAKI.BH.gfz2018dmis.npz,3001,5032,2031,20.31,30085
GE.FAKI.BH.gfz2024xsyn.npz,3001,13796,10795,107.95,30085
GE.SAUI.BL.gfz2016mcqf.npz,3001,5266,2265,22.65,30085
GE.PLAI.BL.gfz2013hbue.npz,3001,4812,1811,18.11,30085
GE.LUWI.BH.gfz2025dlfh.npz,3001,5495,2494,24.94,30085
GE.GSI.SH.gfz2023smvl.npz,3000,4247,1247,12.47,30085
GE.BNDI.BL.gfz2010ghiq.npz,3001,5661,2660,26.6,30085
GE.FAKI.HL.gfz2009bgxf.npz,3000,5890,2890,28.9,30085
GE.UGM.SL.gfz2015vcni.npz,3000,4541,1541,15.41,30085
GE.TNTI.SH.gfz2017ayqr.npz,3000,4345,1345,13.45,30085
GE.LHMI.BH.gfz2013qpmq.npz,3001,7922,4921,49.21,30085
GE.LUWI.HL.gfz2009oozo.npz,3000,4815,1815,18.15,30085
GE.LUWI.BH.gfz2010dkpo.npz,3001,5808,2807,28.07,30085
GE.TNTI.BH.gfz2012rrwm.npz,3000,5826,2826,28.26,30085
GE.LUWI.BH.gfz2017cdvt.npz,3001,4261,1260,12.6,30085
GE.MNAI.SH.gfz2010abkp.npz,3000,6730,3730,37.3,30085
GE.TNTI.HH.gfz2009rqxq.npz,3000,5610,2610,26.1,30085
GE.TOLI2.BH.gfz2014iwpt.npz,3001,6162,3161,31.61,30085
GE.GSI.BL.gfz2010ncnk.npz,3001,5453,2452,24.52,30085
GE.TNTI.BL.gfz2009sidp.npz,3001,4938,1937,19.37,30085
GE.SANI.SH.gfz2024hgro.npz,3001,7988,4987,49.87,30085
GE.BKNI.BL.gfz2019ckqw.npz,3001,4922,1921,19.21,30085
GE.UGM.SL.gfz2011dovs.npz,3000,4468,1468,14.68,30085
GE.TNTI.BH.gfz2009dkli.npz,3001,6426,3425,34.25,30085
GE.JAGI.BH.gfz2013aswl.npz,3001,4515,1514,15.14,30085
GE.PLAI.BH.gfz2017ddhx.npz,3001,6218,3217,32.17,30085
GE.GSI.BH.gfz2009ymno.npz,3001,6012,3011,30.11,30085
GE.LUWI.SH.gfz2012rszr.npz,3000,6319,3319,33.19,30085
GE.TNTI.BL.gfz2009cztu.npz,3001,7015,4014,40.14,30085
GE.BNDI.BL.gfz2016mcqf.npz,3001,5542,2541,25.41,30085
GE.LUWI.SH.gfz2010dkpo.npz,3001,5808,2807,28.07,30085
GE.UGM.SH.gfz2013ttpe.npz,3000,4938,1938,19.38,30085
GE.PLAI.SL.gfz2014esmj.npz,3000,6213,3213,32.13,30085
GE.TNTI.SH.gfz2024fyvc.npz,3001,5416,2415,24.15,30085
GE.FAKI.HH.gfz2009aixg.npz,3000,6067,3067,30.67,30085
GE.BNDI.BL.gfz2012gezz.npz,3001,4821,1820,18.2,30085
GE.TNTI.BH.gfz2024qrxn.npz,3001,4820,1819,18.19,30085
GE.LUWI.SH.gfz2014emyz.npz,3001,4589,1588,15.88,30085
GE.FAKI.BH.gfz2009bqon.npz,3001,7331,4330,43.3,30085
GE.PLAI.BH.gfz2013vwga.npz,3001,3381,380,3.8,30085
GE.UGM.SL.gfz2016wcii.npz,3000,4811,1811,18.11,30085
GE.MMRI.BH.gfz2022sqkl.npz,3001,6512,3511,35.11,30085
GE.PLAI.BH.gfz2023gnmu.npz,3000,5561,2561,25.61,30085
GE.LUWI.SH.gfz2010awor.npz,3001,6312,3311,33.11,30085
GE.SANI.BL.gfz2013ucyl.npz,3001,9919,6918,69.18,30085
GE.GENI.SH.gfz2012nver.npz,3000,3965,965,9.65,30085
GE.LUWI.BL.gfz2009qsnk.npz,3001,4950,1949,19.49,30085
GE.TNTI.SH.gfz2016mexu.npz,3000,3913,913,9.13,30085
GE.SAUI.BH.gfz2009sufe.npz,3001,5197,2196,21.96,30085
GE.SAUI.BH.gfz2010tcda.npz,3001,7449,4448,44.48,30085
GE.SAUI.BH.gfz2010fjvu.npz,3001,5633,2632,26.32,30085
GE.MMRI.BH.gfz2009dagg.npz,3001,5227,2226,22.26,30085
GE.TNTI.BH.gfz2009dseu.npz,3001,6481,3480,34.8,30085
GE.SAUI.SH.gfz2014brdi.npz,3001,4658,1657,16.57,30085
GE.MNAI.BH.gfz2021lyjz.npz,3001,3840,839,8.39,30085
GE.LUWI.HL.gfz2009qgjm.npz,3000,8469,5469,54.69,30085
GE.BBJI.SH.gfz2024xqwc.npz,3001,4051,1050,10.5,30085
GE.MMRI.SH.gfz2013hbue.npz,3000,6667,3667,36.67,30085
GE.TNTI.BL.gfz2009dijd.npz,3002,5353,2351,23.51,30085
GE.TNTI.HH.gfz2009pxpn.npz,3000,7532,4532,45.32,30085
GE.SMRI.SH.gfz2011yfab.npz,3001,6832,3831,38.31,30085
GE.SAUI.SH.gfz2010kolf.npz,3000,5502,2502,25.02,30085
GE.LHMI.SH.gfz2013hpoo.npz,3000,4474,1474,14.74,30085
GE.TNTI.BH.gfz2009fgfn.npz,3001,6549,3548,35.48,30085
GE.TNTI.BH.gfz2009czpr.npz,3001,6646,3645,36.45,30085
GE.BNDI.SH.gfz2013thwx.npz,3000,5321,2321,23.21,30085
GE.FAKI.SH.gfz2024tutg.npz,3000,7499,4499,44.99,30085
GE.SAUI.BL.gfz2013qvir.npz,3001,6882,3881,38.81,30085
GE.LHMI.SH.gfz2010ncnk.npz,3000,7256,4256,42.56,30085
GE.TOLI2.BL.gfz2013kniy.npz,3000,12249,9249,92.49,30085
GE.TOLI2.BL.gfz2014kfod.npz,3001,4132,1131,11.31,30085
GE.TOLI2.SH.gfz2017frih.npz,3000,3955,955,9.55,30085
GE.FAKI.SH.gfz2025fwkg.npz,3001,7172,4171,41.71,30085
GE.UGM.SH.gfz2010bxbd.npz,3000,4490,1490,14.9,30085
GE.TNTI.BH.gfz2021fihc.npz,3001,5228,2227,22.27,30085
GE.MNAI.SH.gfz2009xyqn.npz,3000,4085,1085,10.85,30085
GE.UGM.BH.gfz2012lnpl.npz,3001,4805,1804,18.04,30085
GE.FAKI.BL.gfz2014fbzr.npz,3000,5986,2986,29.86,30085
GE.TOLI2.SH.gfz2018hbkr.npz,3001,5160,2159,21.59,30085
GE.SOEI.BH.gfz2013pyhb.npz,3000,9330,6330,63.3,30085
GE.FAKI.BL.gfz2009asdj.npz,3002,6031,3029,30.29,30085
GE.TNTI.HH.gfz2009miru.npz,3000,4568,1568,15.68,30085
GE.TNTI.HH.gfz2009dkli.npz,3000,6425,3425,34.25,30085
GE.FAKI.SH.gfz2010antw.npz,3000,11068,8068,80.68,30085
GE.PLAI.BH.gfz2017dovr.npz,3001,4249,1248,12.48,30085
GE.BNDI.BL.gfz2025fwkg.npz,3001,5529,2528,25.28,30085
GE.JAGI.SH.gfz2014esmj.npz,3001,4598,1597,15.97,30085
GE.MNAI.SH.gfz2013goiq.npz,3000,4035,1035,10.35,30085
GE.FAKI.HH.gfz2009apmo.npz,3000,7289,4289,42.89,30085
GE.UGM.BL.gfz2010ddjw.npz,3001,5719,2718,27.18,30085
GE.PLAI.SH.gfz2013sril.npz,3000,5555,2555,25.55,30085
GE.MMRI.BL.gfz2013fkbz.npz,3002,5505,2503,25.03,30085
GE.TOLI2.BL.gfz2014kait.npz,3001,4231,1230,12.3,30085
GE.SANI.BL.gfz2024hgro.npz,3001,7988,4987,49.87,30085
GE.FAKI.BH.gfz2009asdj.npz,3002,6031,3029,30.29,30085
GE.UGM.BL.gfz2018hcuv.npz,3001,4590,1589,15.89,30085
GE.SANI.BL.gfz2022bkjt.npz,3001,8593,5592,55.92,30085
GE.UGM.BL.gfz2015vcni.npz,3001,4542,1541,15.41,30085
GE.FAKI.BH.gfz2011ycjg.npz,3002,9821,6819,68.19,30085
GE.PLAI.BH.gfz2013ytjw.npz,3001,4030,1029,10.29,30085
GE.MNAI.HL.gfz2009gbpk.npz,3000,5181,2181,21.81,30085
GE.SOEI.SH.gfz2012wbis.npz,3001,8012,5011,50.11,30085
GE.TNTI.HL.gfz2009aczt.npz,3000,13083,10083,100.83,30085
GE.UGM.BL.gfz2012lnpl.npz,3001,4805,1804,18.04,30085
GE.SOEI.BL.gfz2023jjmg.npz,3000,8761,5761,57.61,30085
GE.TNTI.BH.gfz2017ayqr.npz,3001,4346,1345,13.45,30085
GE.JAGI.BH.gfz2012ycal.npz,3001,3994,993,9.93,30085
GE.PLAI.SH.gfz2018pmjk.npz,3001,5199,2198,21.98,30085
GE.PLAI.BH.gfz2019qkjz.npz,3001,4497,1496,14.96,30085
GE.BBJI.SH.gfz2024wupd.npz,3000,16033,13033,130.33,30085
GE.SMRI.BL.gfz2015vcni.npz,3000,5257,2257,22.57,30085
GE.GSI.BH.gfz2012rato.npz,3001,7386,4385,43.85,30085
GE.GSI.BH.gfz2010wlnb.npz,3001,5863,2862,28.62,30085
GE.JAGI.SH.gfz2010asxx.npz,3001,5025,2024,20.24,30085
GE.LUWI.HH.gfz2009eavu.npz,3000,4579,1579,15.79,30085
GE.TOLI2.BL.gfz2012widq.npz,3001,5315,2314,23.14,30085
GE.MMRI.SH.gfz2019hinv.npz,3001,5213,2212,22.12,30085
GE.TOLI2.BH.gfz2024vdim.npz,3001,11194,8193,81.93,30085
GE.UGM.BH.gfz2013jbwd.npz,3000,6833,3833,38.33,30085
GE.JAGI.BL.gfz2009bbud.npz,3001,8661,5660,56.6,30085
GE.UGM.BH.gfz2009boyf.npz,3001,6030,3029,30.29,30085
GE.UGM.BL.gfz2013dzkc.npz,3001,6843,3842,38.42,30085
GE.JAGI.SH.gfz2013yova.npz,3001,7899,4898,48.98,30085
GE.MMRI.BL.gfz2009dagg.npz,3001,5227,2226,22.26,30085
GE.PLAI.BH.gfz2022sqkl.npz,3001,5093,2092,20.92,30085
GE.FAKI.BL.gfz2015ycis.npz,3002,6605,3603,36.03,30085
GE.FAKI.BH.gfz2009tkfn.npz,3001,6329,3328,33.28,30085
GE.FAKI.HH.gfz2009rpju.npz,3000,7453,4453,44.53,30085
GE.SAUI.BH.gfz2009rpju.npz,3001,5302,2301,23.01,30085
GE.PLAI.SH.gfz2023zcsn.npz,3000,4162,1162,11.62,30085
GE.SANI.SH.gfz2022fyfw.npz,3000,7191,4191,41.91,30085
GE.BKNI.SH.gfz2013cxen.npz,3001,6035,3034,30.34,30085
GE.MMRI.SH.gfz2025anlh.npz,3000,7421,4421,44.21,30085
GE.BNDI.SH.gfz2023kcmg.npz,3001,6316,3315,33.15,30085
GE.SOEI.SH.gfz2023jjmg.npz,3000,8761,5761,57.61,30085
GE.MMRI.HL.gfz2009ilut.npz,3000,9475,6475,64.75,30085
GE.JAGI.BH.gfz2012evwr.npz,3001,4784,1783,17.83,30085
GE.LUWI.BH.gfz2009ilut.npz,3000,11427,8427,84.27,30085
GE.TNTI.BH.gfz2019sgac.npz,3001,5309,2308,23.08,30085
GE.TNTI.SH.gfz2023szzv.npz,3001,6972,3971,39.71,30085
GE.SMRI.BH.gfz2012uneo.npz,3001,6918,3917,39.17,30085
GE.PLAI.BL.gfz2019cznc.npz,3001,4364,1363,13.63,30085
GE.GSI.BH.gfz2016rfim.npz,3001,4568,1567,15.67,30085
GE.UGM.SH.gfz2014bxsc.npz,3001,4752,1751,17.51,30085
GE.MNAI.BL.gfz2009qkfw.npz,3001,5857,2856,28.56,30085
GE.TNTI.BL.gfz2009dkli.npz,3001,6426,3425,34.25,30085
GE.SANI.BL.gfz2018outm.npz,3001,5276,2275,22.75,30085
GE.SOEI.BH.gfz2013nhsx.npz,3002,9574,6572,65.72,30085
GE.PLAI.SH.gfz2011rwjh.npz,3000,4288,1288,12.88,30085
GE.PMBI.BH.gfz2011swwe.npz,3000,5673,2673,26.73,30085
GE.LUWI.BH.gfz2012rrwm.npz,3002,5382,2380,23.8,30085
GE.LHMI.HL.gfz2009ljwe.npz,3000,7605,4605,46.05,30085
GE.PLAI.SL.gfz2017ddhx.npz,3000,6217,3217,32.17,30085
GE.LHMI.SH.gfz2010dxle.npz,3001,4879,1878,18.78,30085
GE.SOEI.BL.gfz2014mnzy.npz,3001,4703,1702,17.02,30085
GE.TNTI.HH.gfz2009qgjm.npz,3000,4571,1571,15.71,30085
GE.FAKI.HH.gfz2009asdj.npz,3000,6029,3029,30.29,30085
GE.SAUI.SH.gfz2021ubnw.npz,3000,4858,1858,18.58,30085
GE.LUWI.BH.gfz2024fmvg.npz,3002,7832,4830,48.3,30085
GE.LUWI.SH.gfz2024stnc.npz,3001,4677,1676,16.76,30085
GE.TNTI.BH.gfz2009czsb.npz,3001,6556,3555,35.55,30085
GE.SOEI.BL.gfz2024quvs.npz,3001,9693,6692,66.92,30085
GE.LUWI.BL.gfz2017ukwz.npz,3001,4249,1248,12.48,30085
GE.FAKI.BL.gfz2010gdlm.npz,3001,7888,4887,48.87,30085
GE.UGM.HL.gfz2009rejp.npz,3000,6605,3605,36.05,30085
GE.PLAI.BH.gfz2025anlh.npz,3001,4571,1570,15.7,30085
GE.BBJI.SH.gfz2020ilwy.npz,3000,4184,1184,11.84,30085
GE.PLAI.SH.gfz2013hbue.npz,3000,4811,1811,18.11,30085
GE.FAKI.HL.gfz2009bmox.npz,3000,9002,6002,60.02,30085
GE.LHMI.SH.gfz2013urpd.npz,3001,4666,1665,16.65,30085
GE.JAGI.BH.gfz2012ltyh.npz,3001,6629,3628,36.28,30085
GE.SAUI.SH.gfz2013jtfz.npz,3001,8253,5252,52.52,30085
GE.PLAI.SH.gfz2025bckw.npz,3001,4563,1562,15.62,30085
GE.FAKI.HL.gfz2009tkfn.npz,3000,6328,3328,33.28,30085
GE.TNTI.BH.gfz2009zjqg.npz,3001,5763,2762,27.62,30085
GE.MNAI.BH.gfz2009gbpk.npz,3001,5182,2181,21.81,30085
GE.FAKI.BL.gfz2010ghiq.npz,3002,7382,4380,43.8,30085
GE.SOEI.BH.gfz2025bzud.npz,3001,9172,6171,61.71,30085
GE.FAKI.BL.gfz2009oubh.npz,3001,8632,5631,56.31,30085
GE.JAGI.BH.gfz2009ruvn.npz,3001,7304,4303,43.03,30085
GE.LUWI.SH.gfz2024fyvc.npz,3000,6674,3674,36.74,30085
GE.FAKI.HH.gfz2009rhsi.npz,3000,7016,4016,40.16,30085
GE.BNDI.HL.gfz2016mcqf.npz,3000,5541,2541,25.41,30085
GE.UGM.BH.gfz2013aswl.npz,3001,8251,5250,52.5,30085
GE.SMRI.SH.gfz2010ddjw.npz,3001,6485,3484,34.84,30085
GE.SAUI.HL.gfz2009yode.npz,3000,6196,3196,31.96,30085
GE.PLAI.SL.gfz2017nlxf.npz,3001,4473,1472,14.72,30085
GE.PLAI.BL.gfz2011rwjh.npz,3001,4289,1288,12.88,30085
GE.JAGI.BH.gfz2013hbue.npz,3001,8466,5465,54.65,30085
GE.UGM.SL.gfz2013pzfp.npz,3000,4851,1851,18.51,30085
GE.TNTI.HL.gfz2009bnxa.npz,3000,12317,9317,93.17,30085
GE.MNAI.BH.gfz2024tufl.npz,3000,8515,5515,55.15,30085
GE.PMBI.BL.gfz2011swwe.npz,3000,5673,2673,26.73,30085
GE.FAKI.BL.gfz2014genx.npz,3001,6226,3225,32.25,30085
GE.PLAI.BL.gfz2013ytjw.npz,3001,4030,1029,10.29,30085
GE.MNAI.BL.gfz2013ydaj.npz,3000,4816,1816,18.16,30085
GE.UGM.SH.gfz2016dbtc.npz,3000,5388,2388,23.88,30085
GE.FAKI.BH.gfz2009ayxo.npz,3001,8473,5472,54.72,30085
GE.FAKI.SH.gfz2024yekl.npz,3001,9241,6240,62.4,30085
GE.LUWI.HL.gfz2009sbwy.npz,3000,4534,1534,15.34,30085
GE.SANI.BL.gfz2025fshn.npz,3002,10028,7026,70.26,30085
GE.LUWI.SH.gfz2019velu.npz,3000,4758,1758,17.58,30085
GE.TNTI.BH.gfz2017taci.npz,3001,3442,441,4.41,30085
GE.TNTI.SH.gfz2010abgd.npz,3001,4640,1639,16.39,30085
GE.SANI.BL.gfz2024imhv.npz,3001,7927,4926,49.26,30085
GE.TNTI.HH.gfz2012blmw.npz,3000,5061,2061,20.61,30085
GE.MNAI.SH.gfz2021lyjz.npz,3001,3840,839,8.39,30085
GE.LUWI.BL.gfz2010ciep.npz,3001,4317,1316,13.16,30085
GE.GSI.BH.gfz2025cdqz.npz,3001,5079,2078,20.78,30085
GE.UGM.SH.gfz2011lnaf.npz,3000,4587,1587,15.87,30085
GE.TNTI.HL.gfz2009eavu.npz,3000,8071,5071,50.71,30085
GE.SAUI.HL.gfz2009rpju.npz,3000,5301,2301,23.01,30085
GE.TNTI.HH.gfz2011ywdf.npz,3000,4744,1744,17.44,30085
GE.SMRI.BH.gfz2013jvgk.npz,3001,7004,4003,40.03,30085
GE.UGM.BH.gfz2009bbud.npz,3001,5427,2426,24.26,30085
GE.SOEI.BH.gfz2009qfbt.npz,3002,8525,5523,55.23,30085
GE.PLAI.SL.gfz2012ltyh.npz,3001,4267,1266,12.66,30085
GE.LUWI.BL.gfz2014rsvi.npz,3000,6461,3461,34.61,30085
GE.MNAI.BH.gfz2010atkp.npz,3001,4187,1186,11.86,30085
GE.TNTI.BH.gfz2010occd.npz,3000,8128,5128,51.28,30085
GE.FAKI.HL.gfz2009qyxl.npz,3000,8624,5624,56.24,30085
GE.BKB.BH.gfz2023qwer.npz,3000,10769,7769,77.69,30085
GE.SOEI.BH.gfz2013tulg.npz,3002,8351,5349,53.49,30085
GE.FAKI.SH.gfz2012wbis.npz,3001,10290,7289,72.89,30085
GE.BNDI.SH.gfz2009yode.npz,3001,5360,2359,23.59,30085
GE.SOEI.SH.gfz2025fshn.npz,3001,8695,5694,56.94,30085
GE.BBJI.BH.gfz2021ieqy.npz,3001,4067,1066,10.66,30085
GE.LUWI.BH.gfz2009floe.npz,3001,6112,3111,31.11,30085
GE.SOEI.BL.gfz2025fshn.npz,3001,8695,5694,56.94,30085
GE.TNTI.SH.gfz2013uqzd.npz,3001,4572,1571,15.71,30085
GE.TOLI2.SH.gfz2018ankr.npz,3001,4338,1337,13.37,30085
GE.TNTI.SH.gfz2010uxfg.npz,3000,5789,2789,27.89,30085
GE.LHMI.SH.gfz2010wlnb.npz,3000,5103,2103,21.03,30085
GE.LHMI.BH.gfz2023acqq.npz,3001,3337,336,3.36,30085
GE.TNTI.BL.gfz2009enbu.npz,3001,7127,4126,41.26,30085
GE.PLAI.BH.gfz2019usec.npz,3001,4222,1221,12.21,30085
GE.PLAI.BH.gfz2023sjso.npz,3001,4414,1413,14.13,30085
GE.GSI.BL.gfz2011kyss.npz,3000,7436,4436,44.36,30085
GE.PLAI.SL.gfz2012xqdd.npz,3000,7549,4549,45.49,30085
GE.GSI.SH.gfz2010wlnb.npz,3000,5862,2862,28.62,30085
GE.MNAI.BL.gfz2013mcso.npz,3000,5414,2414,24.14,30085
GE.GSI.BH.gfz2021kfyy.npz,3001,5467,2466,24.66,30085
GE.LUWI.HH.gfz2009bjnh.npz,3000,11852,8852,88.52,30085
GE.TNTI.BL.gfz2018ghnd.npz,3001,7748,4747,47.47,30085
GE.BBJI.SH.gfz2024nomt.npz,3000,5837,2837,28.37,30085
GE.TNTI.BL.gfz2009zjqg.npz,3001,5763,2762,27.62,30085
GE.FAKI.HH.gfz2009dseu.npz,3000,12385,9385,93.85,30085
GE.MMRI.SH.gfz2024yqam.npz,3001,4688,1687,16.87,30085
GE.FAKI.SH.gfz2023dips.npz,3001,6917,3916,39.16,30085
GE.TNTI.HL.gfz2012blmw.npz,3000,5061,2061,20.61,30085
GE.MNAI.BL.gfz2009mwyd.npz,3002,5777,2775,27.75,30085
GE.SOEI.BH.gfz2013jbax.npz,3000,9219,6219,62.19,30085
GE.TNTI.HH.gfz2012atdb.npz,3000,7513,4513,45.13,30085
GE.SANI.BH.gfz2022xote.npz,3001,6702,3701,37.01,30085
GE.TNTI.SH.gfz2018ghnd.npz,3001,7748,4747,47.47,30085
GE.BNDI.SH.gfz2024urkq.npz,3001,8448,5447,54.47,30085
GE.UGM.SL.gfz2014kwfg.npz,3001,4692,1691,16.91,30085
GE.PLAI.SH.gfz2020xpmh.npz,3000,3321,321,3.21,30085
GE.TOLI2.SH.gfz2013yeit.npz,3000,8043,5043,50.43,30085
GE.GSI.BL.gfz2012nrpy.npz,3001,9274,6273,62.73,30085
GE.SAUI.BL.gfz2013qxro.npz,3001,5206,2205,22.05,30085
GE.JAGI.BL.gfz2012ybmy.npz,3001,4672,1671,16.71,30085
GE.JAGI.BL.gfz2013jndg.npz,3001,6825,3824,38.24,30085
GE.TNTI.HH.gfz2009sidp.npz,3000,4937,1937,19.37,30085
GE.MNAI.BH.gfz2022gtxj.npz,3001,4372,1371,13.71,30085
GE.TNTI.HH.gfz2009bnxa.npz,3000,12317,9317,93.17,30085
GE.UGM.SL.gfz2012cipp.npz,3000,4696,1696,16.96,30085
GE.TNTI.BH.gfz2009bjnh.npz,3001,9469,6468,64.68,30085
GE.PLAI.SH.gfz2012ltyh.npz,3001,4267,1266,12.66,30085
GE.JAGI.BL.gfz2012qetk.npz,3001,4295,1294,12.94,30085
GE.LUWI.BL.gfz2010cret.npz,3002,4751,1749,17.49,30085
GE.SANI.BH.gfz2010cuix.npz,3001,5545,2544,25.44,30085
GE.FAKI.BL.gfz2009bjlo.npz,3001,5961,2960,29.6,30085
GE.UGM.BL.gfz2011goow.npz,3002,6752,3750,37.5,30085
GE.BNDI.BL.gfz2025dcky.npz,3001,6294,3293,32.93,30085
GE.SOEI.BL.gfz2012rbpj.npz,3001,8462,5461,54.61,30085
GE.JAGI.SH.gfz2013hbue.npz,3001,8466,5465,54.65,30085
GE.TOLI2.SH.gfz2014kfod.npz,3001,4132,1131,11.31,30085
GE.LUWI.HH.gfz2009sbwy.npz,3000,4534,1534,15.34,30085
GE.MNAI.BH.gfz2012emwu.npz,3001,3881,880,8.8,30085
GE.UGM.SH.gfz2011goow.npz,3000,6750,3750,37.5,30085
GE.FAKI.HH.gfz2009nqxv.npz,3000,7630,4630,46.3,30085
GE.UGM.BL.gfz2010bxbd.npz,3001,4491,1490,14.9,30085
GE.PLAI.SH.gfz2012dgxi.npz,3001,4151,1150,11.5,30085
GE.UGM.SH.gfz2015vcni.npz,3000,4541,1541,15.41,30085
GE.UGM.SH.gfz2013aswl.npz,3000,8250,5250,52.5,30085
GE.FAKI.HL.gfz2009apup.npz,3000,5918,2918,29.18,30085
GE.FAKI.BH.gfz2009blnm.npz,3001,6291,3290,32.9,30085
GE.UGM.HH.gfz2009rejp.npz,3000,6605,3605,36.05,30085
GE.LHMI.SH.gfz2012rkse.npz,3000,4391,1391,13.91,30085
GE.MNAI.BH.gfz2013goiq.npz,3001,4036,1035,10.35,30085
GE.MMRI.BL.gfz2009efga.npz,3001,9775,6774,67.74,30085
GE.GSI.SH.gfz2012ixmz.npz,3001,5268,2267,22.67,30085
GE.LUWI.BH.gfz2013fqap.npz,3001,4552,1551,15.51,30085
GE.TNTI.SH.gfz2017szqs.npz,3001,3443,442,4.42,30085
GE.TNTI.SH.gfz2013udpf.npz,3001,4565,1564,15.64,30085
GE.GSI.BH.gfz2023smvl.npz,3000,4247,1247,12.47,30085
GE.UGM.HL.gfz2009boyf.npz,3000,6029,3029,30.29,30085
GE.TNTI.BL.gfz2012atdb.npz,3001,7514,4513,45.13,30085
GE.TNTI.BL.gfz2017szqs.npz,3001,3443,442,4.42,30085
GE.SAUI.BL.gfz2010abkc.npz,3002,5648,2646,26.46,30085
GE.UGM.SH.gfz2010ddjw.npz,3000,5718,2718,27.18,30085
GE.UGM.SL.gfz2018oacg.npz,3000,4544,1544,15.44,30085
GE.LUWI.SH.gfz2017cdvt.npz,3001,4261,1260,12.6,30085
GE.SANI.BL.gfz2010awor.npz,3001,7397,4396,43.96,30085
GE.FAKI.SH.gfz2014ubqb.npz,3001,6766,3765,37.65,30085
GE.UGM.BL.gfz2013ygzo.npz,3001,5684,2683,26.83,30085
GE.SOEI.HL.gfz2009zbqz.npz,3000,9905,6905,69.05,30085
GE.TNTI.BH.gfz2009qgjm.npz,3001,4572,1571,15.71,30085
GE.UGM.BH.gfz2012cipp.npz,3001,4697,1696,16.96,30085
GE.TOLI2.BH.gfz2017frih.npz,3001,3956,955,9.55,30085
GE.MNAI.BL.gfz2009chdb.npz,3001,3658,657,6.57,30085
GE.MNAI.BL.gfz2010uxzk.npz,3001,3855,854,8.54,30085
GE.UGM.BL.gfz2013aswl.npz,3001,8251,5250,52.5,30085
GE.SAUI.BL.gfz2013glkx.npz,3001,6289,3288,32.88,30085
GE.SMRI.HH.gfz2009boyf.npz,3000,6153,3153,31.53,30085
GE.TOLI2.SH.gfz2022xote.npz,3001,6191,3190,31.9,30085
GE.TNTI.BL.gfz2017ayqr.npz,3001,4346,1345,13.45,30085
GE.FAKI.BH.gfz2009nqxv.npz,3001,7631,4630,46.3,30085
GE.BBJI.SH.gfz2019mbfs.npz,3001,4760,1759,17.59,30085
GE.JAGI.SH.gfz2012rjhn.npz,3000,5777,2777,27.77,30085
GE.TNTI.BH.gfz2009waho.npz,3001,5792,2791,27.91,30085
GE.TNTI.BH.gfz2013uqzd.npz,3001,4572,1571,15.71,30085
GE.TOLI2.SH.gfz2023qwer.npz,3001,13364,10363,103.63,30085
GE.MNAI.SH.gfz2022gtxj.npz,3000,4371,1371,13.71,30085
GE.SAUI.HL.gfz2009sufe.npz,3000,5196,2196,21.96,30085
GE.LHMI.SH.gfz2013qpmq.npz,3000,7921,4921,49.21,30085
GE.BNDI.BH.gfz2010ghiq.npz,3001,5661,2660,26.6,30085
GE.LHMI.BH.gfz2009epev.npz,3001,4128,1127,11.27,30085
GE.UGM.BH.gfz2010fnia.npz,3001,4765,1764,17.64,30085
GE.UGM.BL.gfz2014kwfg.npz,3001,4692,1691,16.91,30085
GE.TNTI.BL.gfz2013sadc.npz,3001,5315,2314,23.14,30085
GE.BNDI.HH.gfz2016mcqf.npz,3000,5541,2541,25.41,30085
GE.JAGI.SH.gfz2011lbik.npz,3001,6219,3218,32.18,30085
GE.SANI.BL.gfz2010cret.npz,3002,6703,3701,37.01,30085
GE.MNAI.BL.gfz2009xyqn.npz,3001,4086,1085,10.85,30085
