filename,station,channel,channel_type,is_augmented,original_channel,data_length,num_components,data_shape,p_index,s_index,p_s_interval,data_min,data_max,data_mean,data_std,data_range
GE.UGM.SL.gfz2012kaia.npz,UGM,SLE_SLN_SLZ,SL,True,BHZ,30085,3,"(30085, 3)",3001,4409,1408,-1.0,0.9916934151268929,-3.06541120114801e-15,0.05893556736252264,1.991693415126893
GE.SMRI.BL.gfz2013ygzo.npz,SMRI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,5959,2958,-1.0,1.0,2.3304736961948942e-14,0.10326612361720469,2.0
GE.BKNI.BL.gfz2009sjju.npz,BKNI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,4591,1590,-1.0,1.0,-4.765892652241306e-16,0.08408154409682661,2.0
GE.FAKI.BL.gfz2009ennn.npz,FAKI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3000,7655,4655,-1.0,1.0,-1.272391483135414e-15,0.05563984705624036,2.0
GE.FAKI.BH.gfz2018qtuf.npz,FAKI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,5929,2928,-1.0,1.0,-7.006626057575638e-18,0.056654483146739,2.0
GE.PLAI.BL.gfz2012rbpj.npz,PLAI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,15025,12024,-1.0,1.0,-3.9063987150506616e-14,0.2081626782978233,2.0
GE.BNDI.BH.gfz2021jacz.npz,BNDI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,4994,1993,-1.0,1.0,-1.5794430930349576e-18,0.1153596459077847,2.0
GE.MNAI.BH.gfz2009xyqn.npz,MNAI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,4086,1085,-1.0,1.0,-1.5414638831459746e-20,0.04337957932850026,2.0
GE.SOEI.BH.gfz2025elvt.npz,SOEI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,4356,1355,-1.0,1.0,-3.917855335916153e-19,0.07066714191151661,2.0
GE.TNTI.BL.gfz2013rzij.npz,TNTI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,4609,1608,-1.0,1.0,-7.270768233351864e-15,0.09521570597349942,2.0
GE.TOLI2.SH.gfz2025bymb.npz,TOLI2,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3001,4214,1213,-0.9555462524898756,1.0,3.173647336472111e-19,0.058987880647868675,1.9555462524898757
GE.UGM.BL.gfz2012kaia.npz,UGM,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,4409,1408,-1.0,1.0,1.1066984924426655e-15,0.0630948970188978,2.0
GE.UGM.BH.gfz2012uneo.npz,UGM,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3002,6799,3797,-0.9269164472542971,1.0,2.2840315674381218e-06,0.21810107706759985,1.926916447254297
GE.TNTI.BL.gfz2009dhbx.npz,TNTI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3000,6534,3534,-1.0,1.0,-3.334195266687381e-14,0.11785184991386727,2.0
GE.TNTI.HH.gfz2009bjnh.npz,TNTI,HHE_HHN_HHZ,HH,True,BHZ,30085,3,"(30085, 3)",3000,9468,6468,-0.9496346476649333,1.0,-3.0603376586718714e-07,0.15236130190240565,1.9496346476649333
GE.JAGI.BH.gfz2013sril.npz,JAGI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,5717,2716,-1.0,1.0,2.94223555152102e-19,0.06154857746676189,2.0
GE.UGM.SL.gfz2010bxbd.npz,UGM,SLE_SLN_SLZ,SL,True,BHZ,30085,3,"(30085, 3)",3000,4490,1490,-1.0,1.0,-1.9390339404926397e-09,0.04551977674758151,2.0
GE.TNTI.BL.gfz2009floe.npz,TNTI,BLE_BLN_BLZ,BL,True,BHE,30085,3,"(30085, 3)",3001,7647,4646,-1.0,1.0,-2.8007647860116637e-14,0.0844476530682638,2.0
GE.FAKI.BH.gfz2018dmis.npz,FAKI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,5032,2031,-0.9115013707823075,1.0,-4.526752790006732e-19,0.06614756486854032,1.9115013707823074
GE.FAKI.BH.gfz2024xsyn.npz,FAKI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,13796,10795,-1.0,1.0,-9.986410285432243e-17,0.28275104321588,2.0
GE.SAUI.BL.gfz2016mcqf.npz,SAUI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,5266,2265,-1.0,1.0,-4.726855559906833e-16,0.07510157310568281,2.0
GE.PLAI.BL.gfz2013hbue.npz,PLAI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,4812,1811,-1.0,1.0,1.1370544907208147e-15,0.044938583951022834,2.0
GE.LUWI.BH.gfz2025dlfh.npz,LUWI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,5495,2494,-1.0,1.0,-1.2596181676540472e-18,0.08070955122442647,2.0
GE.GSI.SH.gfz2023smvl.npz,GSI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,4247,1247,-1.0,1.0,-1.1081627509237427e-07,0.06987785028249406,2.0
GE.BNDI.BL.gfz2010ghiq.npz,BNDI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,5661,2660,-0.9771274655782105,1.0,1.000550137328575e-15,0.09990504246231828,1.9771274655782105
GE.FAKI.HL.gfz2009bgxf.npz,FAKI,HLE_HLN_HLZ,HL,True,BHZ,30085,3,"(30085, 3)",3000,5890,2890,-1.0,1.0,8.362117883935309e-07,0.11005778780278842,2.0
GE.UGM.SL.gfz2015vcni.npz,UGM,SLE_SLN_SLZ,SL,True,BHZ,30085,3,"(30085, 3)",3000,4541,1541,-1.0,1.0,3.100088522279521e-08,0.0519787434725874,2.0
GE.TNTI.SH.gfz2017ayqr.npz,TNTI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,4345,1345,-1.0,1.0,-4.024317105834937e-07,0.12188996285378352,2.0
GE.LHMI.BH.gfz2013qpmq.npz,LHMI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,7922,4921,-1.0,1.0,9.840766934797243e-19,0.19540083834773952,2.0
GE.LUWI.HL.gfz2009oozo.npz,LUWI,HLE_HLN_HLZ,HL,True,BHZ,30085,3,"(30085, 3)",3000,4815,1815,-1.0,1.0,-5.251195944857262e-09,0.046568422241039326,2.0
GE.LUWI.BH.gfz2010dkpo.npz,LUWI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,5808,2807,-1.0,0.8228285972911183,-1.5145555360586384e-20,0.0695440168959029,1.8228285972911182
GE.TNTI.BH.gfz2012rrwm.npz,TNTI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3000,5826,2826,-1.0,1.0,2.706407722407938e-16,0.10937363749391316,2.0
GE.LUWI.BH.gfz2017cdvt.npz,LUWI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,4261,1260,-1.0,0.9877479093976034,5.106435467259633e-19,0.06020742107966831,1.9877479093976034
GE.MNAI.SH.gfz2010abkp.npz,MNAI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,6730,3730,-1.0,1.0,1.180251698155713e-07,0.1282482687654403,2.0
GE.TNTI.HH.gfz2009rqxq.npz,TNTI,HHE_HHN_HHZ,HH,True,BHZ,30085,3,"(30085, 3)",3000,5610,2610,-1.0,1.0,-1.9107980844678725e-07,0.10591980303189034,2.0
GE.TOLI2.BH.gfz2014iwpt.npz,TOLI2,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,6162,3161,-1.0,1.0,-7.562629389391682e-18,0.10001008795216866,2.0
GE.GSI.BL.gfz2010ncnk.npz,GSI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,5453,2452,-0.9568544531826306,1.0,-1.3215488816904266e-14,0.05852068722232212,1.9568544531826306
GE.TNTI.BL.gfz2009sidp.npz,TNTI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,4938,1937,-1.0,1.0,8.997337865113276e-16,0.07560726087683727,2.0
GE.SANI.SH.gfz2024hgro.npz,SANI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3001,7988,4987,-1.0,0.9890549888400653,1.9583126200246516e-18,0.1986935754430541,1.9890549888400653
GE.BKNI.BL.gfz2019ckqw.npz,BKNI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,4922,1921,-1.0,1.0,3.767815622653033e-15,0.1320606828926113,2.0
GE.UGM.SL.gfz2011dovs.npz,UGM,SLE_SLN_SLZ,SL,True,BHZ,30085,3,"(30085, 3)",3000,4468,1468,-1.0,0.8992339854418587,-2.1956925089292458e-08,0.05172964860547285,1.8992339854418587
GE.TNTI.BH.gfz2009dkli.npz,TNTI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,6426,3425,-1.0,1.0,6.101275499574292e-19,0.10804819522156066,2.0
GE.JAGI.BH.gfz2013aswl.npz,JAGI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,4515,1514,-1.0,1.0,6.26426320193187e-19,0.043309421779350835,2.0
GE.PLAI.BH.gfz2017ddhx.npz,PLAI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,6218,3217,-1.0,1.0,4.781690158411323e-18,0.05284804162645416,2.0
GE.GSI.BH.gfz2009ymno.npz,GSI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,6012,3011,-1.0,1.0,-1.1209248586667485e-18,0.0633030820026472,2.0
GE.LUWI.SH.gfz2012rszr.npz,LUWI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,6319,3319,-1.0,1.0,-1.3608258984090234e-07,0.058714967777310736,2.0
GE.TNTI.BL.gfz2009cztu.npz,TNTI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,7015,4014,-1.0,1.0,1.0324307287250562e-13,0.12643551120475122,2.0
GE.BNDI.BL.gfz2016mcqf.npz,BNDI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,5542,2541,-1.0,1.0,6.407384856039828e-16,0.09732744232315707,2.0
GE.LUWI.SH.gfz2010dkpo.npz,LUWI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3001,5808,2807,-1.0,0.8303557907744579,3.073702047290577e-19,0.07006266007202297,1.8303557907744579
GE.UGM.SH.gfz2013ttpe.npz,UGM,SHE_SHN_SHZ,SH,True,BH,30085,3,"(30085, 3)",3000,4938,1938,-1.0,1.0,7.67572686354221e-07,0.1018557436512414,2.0
GE.PLAI.SL.gfz2014esmj.npz,PLAI,SLE_SLN_SLZ,SL,True,BHZ,30085,3,"(30085, 3)",3000,6213,3213,-1.0,1.0,-7.733321840736238e-06,0.11438326760641519,2.0
GE.TNTI.SH.gfz2024fyvc.npz,TNTI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3001,5416,2415,-1.0,1.0,-1.5730465945273393e-17,0.12074577300061858,2.0
GE.FAKI.HH.gfz2009aixg.npz,FAKI,HHE_HHN_HHZ,HH,True,BH,30085,3,"(30085, 3)",3000,6067,3067,-1.0,1.0,2.615763267610454e-07,0.12342254422971813,2.0
GE.BNDI.BL.gfz2012gezz.npz,BNDI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,4821,1820,-1.0,0.9459803258270273,2.2626294192882214e-15,0.0901021844238717,1.9459803258270272
GE.TNTI.BH.gfz2024qrxn.npz,TNTI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,4820,1819,-1.0,1.0,3.5993220111954345e-17,0.08527228482151214,2.0
GE.LUWI.SH.gfz2014emyz.npz,LUWI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3001,4589,1588,-1.0,1.0,-2.806156196250776e-20,0.0641516793381786,2.0
GE.FAKI.BH.gfz2009bqon.npz,FAKI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,7331,4330,-1.0,0.9118631175929159,-1.0135989942841162e-18,0.06151887476134726,1.911863117592916
GE.PLAI.BH.gfz2013vwga.npz,PLAI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,3381,380,-1.0,1.0,-1.1551368999635045e-19,0.03598471198385078,2.0
GE.UGM.SL.gfz2016wcii.npz,UGM,SLE_SLN_SLZ,SL,True,BHZ,30085,3,"(30085, 3)",3000,4811,1811,-1.0,1.0,1.296126711729639e-08,0.06365109423638114,2.0
GE.MMRI.BH.gfz2022sqkl.npz,MMRI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,6512,3511,-1.0,1.0,1.2005735660452637e-18,0.11652858110053774,2.0
GE.PLAI.BH.gfz2023gnmu.npz,PLAI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3000,5561,2561,-1.0,1.0,-1.6089653938393493e-18,0.08872313167703916,2.0
GE.LUWI.SH.gfz2010awor.npz,LUWI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3001,6312,3311,-1.0,1.0,2.038883899303304e-19,0.05512046527974846,2.0
GE.SANI.BL.gfz2013ucyl.npz,SANI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,9919,6918,-1.0,1.0,-7.774993139844606e-16,0.35268377876942475,2.0
GE.GENI.SH.gfz2012nver.npz,GENI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,3965,965,-1.0,1.0,1.016355419423829e-08,0.056113403462194275,2.0
GE.LUWI.BL.gfz2009qsnk.npz,LUWI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,4950,1949,-1.0,0.9694749537939711,1.374611373336737e-16,0.07372300113749408,1.969474953793971
GE.TNTI.SH.gfz2016mexu.npz,TNTI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,3913,913,-1.0,1.0,8.460079894928972e-08,0.08451627586004218,2.0
GE.SAUI.BH.gfz2009sufe.npz,SAUI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,5197,2196,-1.0,1.0,-4.477548955332746e-19,0.09245139722731252,2.0
GE.SAUI.BH.gfz2010tcda.npz,SAUI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,7449,4448,-0.9926726433297023,1.0,2.3834337516078926e-16,0.174165565911773,1.9926726433297022
GE.SAUI.BH.gfz2010fjvu.npz,SAUI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,5633,2632,-0.9265290517273546,1.0,2.6262546757240144e-19,0.07928900000117041,1.9265290517273546
GE.MMRI.BH.gfz2009dagg.npz,MMRI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,5227,2226,-1.0,1.0,-8.364651894577657e-20,0.08308925629940071,2.0
GE.TNTI.BH.gfz2009dseu.npz,TNTI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,6481,3480,-0.9886489632173548,1.0,1.3383443031324251e-18,0.09414840919245754,1.9886489632173547
GE.SAUI.SH.gfz2014brdi.npz,SAUI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3001,4658,1657,-1.0,0.7831364189103336,2.973756758109042e-19,0.07160204639062967,1.7831364189103336
GE.MNAI.BH.gfz2021lyjz.npz,MNAI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,3840,839,-1.0,0.9092655808150818,3.14289493980087e-19,0.07394028271942331,1.9092655808150818
GE.LUWI.HL.gfz2009qgjm.npz,LUWI,HLE_HLN_HLZ,HL,True,BHZ,30085,3,"(30085, 3)",3000,8469,5469,-1.0,0.8303981104877725,3.513293361680272e-07,0.058391813360099756,1.8303981104877725
GE.BBJI.SH.gfz2024xqwc.npz,BBJI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3001,4051,1050,-1.0,1.0,1.155521304921895e-19,0.05245494181922809,2.0
GE.MMRI.SH.gfz2013hbue.npz,MMRI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,6667,3667,-1.0,1.0,-4.716711675559296e-10,0.10652866973026094,2.0
GE.TNTI.BL.gfz2009dijd.npz,TNTI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3002,5353,2351,-1.0,1.0,4.3127582936189884e-07,0.1071334449355265,2.0
GE.TNTI.HH.gfz2009pxpn.npz,TNTI,HHE_HHN_HHZ,HH,True,BHZ,30085,3,"(30085, 3)",3000,7532,4532,-0.9910222323645286,1.0,3.3032954311010873e-07,0.08503995541773826,1.9910222323645286
GE.SMRI.SH.gfz2011yfab.npz,SMRI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3001,6832,3831,-1.0,1.0,-1.164162728386514e-17,0.1549983483106991,2.0
GE.SAUI.SH.gfz2010kolf.npz,SAUI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,5502,2502,-1.0,1.0,-5.831898203374995e-07,0.07420709984079002,2.0
GE.LHMI.SH.gfz2013hpoo.npz,LHMI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,4474,1474,-1.0,0.9512695109379351,2.4312374471668823e-07,0.11511164480724122,1.951269510937935
GE.TNTI.BH.gfz2009fgfn.npz,TNTI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,6549,3548,-1.0,1.0,-2.9128670126999842e-18,0.23988478430702334,2.0
GE.TNTI.BH.gfz2009czpr.npz,TNTI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,6646,3645,-1.0,0.9793193884992485,1.664073688674214e-17,0.17671592853949583,1.9793193884992486
GE.BNDI.SH.gfz2013thwx.npz,BNDI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,5321,2321,-1.0,1.0,9.908056530485781e-08,0.10673820581437847,2.0
GE.FAKI.SH.gfz2024tutg.npz,FAKI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,7499,4499,-1.0,1.0,-1.9536895405344783e-07,0.04888420921279677,2.0
GE.SAUI.BL.gfz2013qvir.npz,SAUI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,6882,3881,-1.0,1.0,-1.9568561865183016e-15,0.0736570263085271,2.0
GE.LHMI.SH.gfz2010ncnk.npz,LHMI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,7256,4256,-1.0,1.0,-2.5893514218201142e-06,0.13778142717195502,2.0
GE.TOLI2.BL.gfz2013kniy.npz,TOLI2,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3000,12249,9249,-1.0,1.0,8.885869296171225e-13,0.2408615092704012,2.0
GE.TOLI2.BL.gfz2014kfod.npz,TOLI2,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,4132,1131,-1.0,1.0,-1.2395626846409303e-15,0.06666249146697512,2.0
GE.TOLI2.SH.gfz2017frih.npz,TOLI2,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,3955,955,-1.0,1.0,-4.746310400576947e-10,0.03149537435710337,2.0
GE.FAKI.SH.gfz2025fwkg.npz,FAKI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3001,7172,4171,-0.9768194941593009,1.0,-2.360553968484489e-18,0.058547850030368075,1.976819494159301
GE.UGM.SH.gfz2010bxbd.npz,UGM,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,4490,1490,-1.0,1.0,1.9177916297246835e-08,0.049765299651839234,2.0
GE.TNTI.BH.gfz2021fihc.npz,TNTI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,5228,2227,-1.0,1.0,7.156697753331295e-18,0.13093770710036293,2.0
GE.MNAI.SH.gfz2009xyqn.npz,MNAI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,4085,1085,-1.0,1.0,1.0192131546042326e-08,0.04779841916141867,2.0
GE.UGM.BH.gfz2012lnpl.npz,UGM,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,4805,1804,-1.0,1.0,2.903026245765187e-18,0.09791161033680564,2.0
GE.FAKI.BL.gfz2014fbzr.npz,FAKI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3000,5986,2986,-0.9345579909599769,1.0,1.0698881811511564e-14,0.2865242504517687,1.934557990959977
GE.TOLI2.SH.gfz2018hbkr.npz,TOLI2,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3001,5160,2159,-1.0,1.0,2.114534795114558e-18,0.05002972693827122,2.0
GE.SOEI.BH.gfz2013pyhb.npz,SOEI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3000,9330,6330,-1.0,1.0,1.567142134366461e-17,0.1935215936464891,2.0
GE.FAKI.BL.gfz2009asdj.npz,FAKI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3002,6031,3029,-1.0,1.0,4.578696124289358e-08,0.07154210474024822,2.0
GE.TNTI.HH.gfz2009miru.npz,TNTI,HHE_HHN_HHZ,HH,True,BHN,30085,3,"(30085, 3)",3000,4568,1568,-1.0,1.0,1.0237896039778771e-07,0.10036324093414715,2.0
GE.TNTI.HH.gfz2009dkli.npz,TNTI,HHE_HHN_HHZ,HH,True,BHZ,30085,3,"(30085, 3)",3000,6425,3425,-1.0,1.0,-8.515966715525659e-08,0.10776445108466477,2.0
GE.FAKI.SH.gfz2010antw.npz,FAKI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,11068,8068,-1.0,1.0,3.6829463999269825e-06,0.24852162907029535,2.0
GE.PLAI.BH.gfz2017dovr.npz,PLAI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,4249,1248,-1.0,1.0,-6.519508094303174e-20,0.06401705415444289,2.0
GE.BNDI.BL.gfz2025fwkg.npz,BNDI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,5529,2528,-1.0,1.0,-3.603875826094512e-15,0.0987665613205469,2.0
GE.JAGI.SH.gfz2014esmj.npz,JAGI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3001,4598,1597,-1.0,1.0,-9.141534315484892e-19,0.04863873534781045,2.0
GE.MNAI.SH.gfz2013goiq.npz,MNAI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,4035,1035,-0.9892056209321699,1.0,-1.0851715839193214e-09,0.06975644111841772,1.9892056209321698
GE.FAKI.HH.gfz2009apmo.npz,FAKI,HHE_HHN_HHZ,HH,True,BH,30085,3,"(30085, 3)",3000,7289,4289,-1.0,1.0,1.4427171377769246e-06,0.06632293489808523,2.0
GE.UGM.BL.gfz2010ddjw.npz,UGM,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,5719,2718,-1.0,1.0,7.913033575450574e-15,0.07536943168355588,2.0
GE.PLAI.SH.gfz2013sril.npz,PLAI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3000,5555,2555,-0.9552189390076359,1.0,2.1849495702998126e-07,0.09781959517721929,1.955218939007636
GE.MMRI.BL.gfz2013fkbz.npz,MMRI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3002,5505,2503,-1.0,1.0,-3.4904342497502778e-06,0.09682386211196838,2.0
GE.TOLI2.BL.gfz2014kait.npz,TOLI2,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,4231,1230,-0.7999100565780767,1.0,2.4653335344227426e-16,0.03970031142882157,1.7999100565780766
GE.SANI.BL.gfz2024hgro.npz,SANI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,7988,4987,-1.0,1.0,7.283209914987529e-14,0.130054046111764,2.0
GE.FAKI.BH.gfz2009asdj.npz,FAKI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3002,6031,3029,-1.0,1.0,1.085181622919764e-06,0.12122806581049794,2.0
GE.UGM.BL.gfz2018hcuv.npz,UGM,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,4590,1589,-1.0,1.0,1.4940876634061602e-15,0.0602984897652335,2.0
GE.SANI.BL.gfz2022bkjt.npz,SANI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,8593,5592,-1.0,0.9234164955624315,1.904330662470268e-14,0.07145035344165604,1.9234164955624315
GE.UGM.BL.gfz2015vcni.npz,UGM,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,4542,1541,-1.0,1.0,1.853606859838409e-16,0.04669634687392492,2.0
GE.FAKI.BH.gfz2011ycjg.npz,FAKI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3002,9821,6819,-1.0,1.0,-1.0973079354622798e-06,0.1303882829640671,2.0
GE.PLAI.BH.gfz2013ytjw.npz,PLAI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,4030,1029,-1.0,1.0,-1.3829352783057251e-18,0.0626293236456472,2.0
GE.MNAI.HL.gfz2009gbpk.npz,MNAI,HLE_HLN_HLZ,HL,True,BHZ,30085,3,"(30085, 3)",3000,5181,2181,-1.0,1.0,-1.0590167013908899e-07,0.05913496009166371,2.0
GE.SOEI.SH.gfz2012wbis.npz,SOEI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3001,8012,5011,-1.0,1.0,1.6256946976285047e-17,0.19282251897268354,2.0
GE.TNTI.HL.gfz2009aczt.npz,TNTI,HLE_HLN_HLZ,HL,True,BH,30085,3,"(30085, 3)",3000,13083,10083,-0.9624917893410774,1.0,-4.2899516617208186e-06,0.17844624892616104,1.9624917893410774
GE.UGM.BL.gfz2012lnpl.npz,UGM,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3001,4805,1804,-1.0,1.0,-2.0588410976566593e-14,0.07484738715126432,2.0
GE.SOEI.BL.gfz2023jjmg.npz,SOEI,BLE_BLN_BLZ,BL,True,BHZ,30085,3,"(30085, 3)",3000,8761,5761,-0.9378544416378369,1.0,-3.8578364983808246e-15,0.11031448050496684,1.937854441637837
GE.TNTI.BH.gfz2017ayqr.npz,TNTI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,4346,1345,-1.0,1.0,1.6729303789155314e-19,0.12311637530162814,2.0
GE.JAGI.BH.gfz2012ycal.npz,JAGI,BHE_BHN_BHZ,BH,False,nan,30085,3,"(30085, 3)",3001,3994,993,-1.0,1.0,9.148838009694313e-20,0.05053468851803635,2.0
GE.PLAI.SH.gfz2018pmjk.npz,PLAI,SHE_SHN_SHZ,SH,True,BHZ,30085,3,"(30085, 3)",3001,5199,2198,-1.0,1.0,5.373058746399295e-18,0.12853763012728575,2.0
